1238337901	34070	56232	296541965	2418833098	3	17	255	12	12	504	13272	13032
1238337901	3124	18732	3241470141	3670878926	4	6	16	2	2	132	104	64
1238337901	65535	65535	3241470129	3397308854	2	1	255	1	1	42	124	104
1238337901	18732	3124	3670878926	3241470141	4	6	16	2	2	108	2960	2920
1238337901	1377	80	841278366	3241470593	4	6	16	6	6	324	8880	8760
1238337901	58411	80	1387436594	3241471386	4	6	16	117	117	6318	174564	172224
1238337901	80	4259	2908670611	912474870	4	6	16	13	13	702	520	260
1238337901	35605	80	2987784296	3241471386	4	6	16	30	30	1620	45000	44400
1238337901	80	1364	2908670611	685806622	4	6	16	3	3	214	172	112
1238337901	62140	1293	3224014473	140469055	3	17	255	1	1	42	183	163
1238337901	52817	8080	989879316	2908670686	4	6	16	111	111	5994	166500	164280
1238337901	80	2626	3241471386	3719125872	4	6	16	6	6	324	240	120
1238337901	80	52363	2761615119	2510459665	4	6	16	96	96	5184	3840	1920
1238337901	10053	53	2760918353	3241470141	3	17	255	1	1	54	418	398
1238337901	1194	58451	2908672721	1867388188	3	17	255	363	363	15246	39907	32647
1238337901	80	58411	3241471386	1387436594	4	6	16	57	57	3078	2280	1140
1238337901	58067	80	2908624170	613331040	4	6	16	56	56	3696	84000	82880
1238337901	46265	80	1397846996	2908670686	4	6	24	3	3	162	4500	4440
1238337901	49524	80	271298300	2908670611	4	6	16	9	9	486	13500	13320
1238337901	18751	3124	3670878926	3241470141	4	6	17	1	1	54	40	20
1238337901	29300	12340	2908623326	3233526254	3	17	255	44	44	1848	2718	1838
1238337901	53985	80	3495491322	3241471386	4	6	16	46	46	2484	65320	64400
1238337901	80	3513	3241467907	1393163140	4	6	16	45	45	2970	2340	1440
1238337901	3124	3530	3241470129	3508331649	4	6	16	1	1	54	40	20
1238337901	3124	3530	3241470129	3508331649	4	6	17	1	1	54	40	20
1238337901	65535	65535	837367666	3241468042	2	1	255	47	47	1974	3008	2068
1238337901	25	6812	2510424753	3696207645	4	6	2	1	1	62	48	28
1238337901	41728	41728	3241470140	2006258665	3	17	255	3	3	126	814	754
1238337901	8080	52817	2908670686	989879316	4	6	16	58	58	3132	2320	1160
1238337901	65535	65535	679519382	2234296832	2	1	255	1	1	70	56	36
1238337901	13657	11739	2908623106	1000524350	3	17	255	31	31	1302	1643	1023
1238337901	80	11181	3241467907	3666742197	4	6	16	7	7	390	292	152
1238337901	41728	41728	2006258665	3241470140	3	17	255	3	3	126	1292	1232
1238337901	53238	53	2887647489	3230195100	3	17	255	1	1	54	459	439
1238337901	65535	65535	1377867173	2234307738	2	1	255	1	1	70	56	36
1238337901	80	51824	2908670611	831898697	4	6	16	6	6	324	240	120
1238337901	65535	65535	3241470129	3328466941	2	1	255	1	1	70	56	36
1238337901	62345	46372	2418843024	1389649717	3	17	255	11	11	462	605	385
1238337901	3801	80	1036706626	2908670611	4	6	16	11	11	594	15400	15180
1238337901	65535	65535	2908670672	2061567840	2	1	255	1	1	70	56	36
1238337901	53	57705	3413010761	142946216	3	17	255	1	1	54	58	38
1238337901	4520	80	147040931	3241471386	4	6	16	10	10	540	14000	13800
1238337901	4669	25	46731798	2418807062	4	6	24	2	2	108	237	197
1238337901	2249	80	3658832411	3241471387	4	6	16	106	106	5724	150520	148400
1238337901	3658	3658	3590469441	2908622921	3	17	255	9	9	378	1012	832
1238337901	1434	2639	2923383954	1413716685	3	17	255	1	1	42	404	384
1238337901	80	49931	3241470593	896350321	4	6	16	10	10	540	400	200
1238337901	6517	8890	2234255650	3728597840	4	6	18	1	1	62	48	28
1238337901	3124	3556	3241470129	3508331649	4	6	2	1	1	62	48	28
1238337901	11739	13657	1000524350	2908623106	3	17	255	32	32	1344	34848	34208
1238337901	80	27201	3241467907	3666742197	4	6	16	12	12	648	480	240
1238337901	61110	53	2887647489	3230195100	3	17	255	1	1	54	463	443
1238337901	54505	80	3593411485	3241467907	4	6	16	18	18	1188	25560	25200
1238337901	49931	80	896350321	3241470593	4	6	16	21	21	1134	31500	31080
1238337901	53	1026	3413010761	3271255311	3	17	255	1	1	54	52	32
1238337901	2236	80	26126404	3241471387	4	6	16	30	30	1620	42600	42000
1238337901	36924	80	2234275547	3665874141	4	6	18	1	1	62	48	28
1238337901	80	58424	1013915290	2418820813	4	6	16	3	3	198	156	96
1238337901	65535	65535	3361087795	3241470141	2	1	255	4	4	168	496	416
1238337901	65535	65535	4294967295	4294967295	2	255	255	154	0	13042	0	0
1238337901	53	51018	3413010761	1011144641	3	17	255	1	1	54	53	33
1238337901	80	58424	1013915290	2418820813	4	6	24	1	1	66	624	604
1238337901	80	55843	2908670611	1000530837	4	6	16	4	4	216	160	80
1238337901	52247	53	2887647489	3230195100	3	17	255	1	1	54	515	495
1238337901	55499	80	766440910	2418811652	4	6	16	200	200	13200	299896	295896
1238337901	65535	65535	1401532070	3417261585	2	41	255	3	3	282	3900	3840
1238337901	1267	3124	764114878	3241470129	4	6	16	1	1	54	40	20
1238337901	13312	46689	3241467907	47236760	4	6	16	30	30	1980	1560	960
1238337901	16785	17433	2908622952	209777172	3	17	255	1	1	42	108	88
1238337901	25	16777	2260646244	2510424753	4	6	2	1	1	62	48	28
1238337901	80	3072	3241471386	1386273227	4	6	16	2	2	108	80	40
1238337901	57429	80	2908652260	1901182083	4	6	16	3	3	162	3040	2980
1238337901	53742	53	2887647489	3230195100	3	17	255	1	1	54	515	495
