102	104	1.2
103	73.0994	49.7989
104	77.0333	28.4667
105	105.85	21.0333
106	77.2	28.6
107	-0.3667	39.4667
108	2.2667	48.8
109	26.1	44.4333
110	107.6167	51.8333
111	23.5994	38.4636
112	30.5167	50.4333
113	80.6167	16.5167
114	121.525	25.0392
115	103.8558	1.2931
116	14.6167	41.1167
117	78.4744	17.3753
118	72.8258	18.975
119	121.525	25.0392
120	72.8258	18.975
121	105.8442	21.5928
122	116.8333	-1.2833
123	77.8166	9.45
124	48.4	54.3333
125	30.5206	39.7767
126	78.4744	17.3753
127	106	16
128	-7.6164	33.5931
129	77.4	23.2667
130	106.2	21.2667
131	12.8333	42.8333
132	105.85	21.0333
133	106.8294	-6.1744
134	77.0333	28.4667
135	75.8333	22.7167
136	105.85	21.0333
137	106.8294	-6.1744
138	73.8667	18.5333
139	37.6156	55.7522
140	30.5167	50.4333
141	-72.4167	19
142	47.2519	56.1322
143	26.1	44.4333
144	72.8258	18.975
145	80.2833	13.0833
146	28.9647	41.0186
147	139.7514	35.685
148	-115.2049	36.1515
149	73.2	22.3
150	49.4125	53.5233
151	73.1667	33.7
152	46.7728	24.6408
153	-45.55	-23.0333
154	72.8258	18.975
155	70.7833	22.3
156	-55	-10
157	77.2	28.6
158	20.6014	42.5325
159	23.3167	42.6833
160	-5.9869	37.3772
161	44.5858	48.8047
162	100.5167	13.75
163	30.2642	59.8944
164	38	1
165	35	39
166	77.2	28.6
167	37.6156	55.7522
168	20.4681	44.8186
169	73.4	55
170	79.83	11.93
171	107.6186	-6.9039
172	98.6667	3.5833
173	27.142	38.4104
174	38.9769	45.0328
175	23.7332	37.9833
176	79.1	21.15
177	15.5667	41.45
178	30.5167	50.4333
179	28.9647	41.0186
180	106	16
181	106	16
182	78.8	43.9833
183	28.9647	41.0186
184	39.17	51.6664
185	47.9783	29.3697
186	6.75	51.4333
187	77.2	28.6
188	75.4833	27.7167
189	106	16
190	28.9647	41.0186
191	55.28	25.2521
192	35.5097	33.8719
193	-74.0833	4.6
194	2.1833	41.3833
195	4.95	52.5167
196	106.6667	10.75
197	110.4203	-6.9932
198	106	16
199	106.6667	10.75
200	72.6167	23.0333
201	121.525	25.0392
202	-0.1262	51.5002
203	77.2	28.6
204	31.2833	58.5167
205	104.9167	11.55
206	69.1628	54.8753
207	19.1	52.6
208	23.7332	37.9833
209	30.7333	46.4667
210	106	16
211	28.2294	-25.7069
212	30.7333	46.4667
213	26.3	47.45
214	-8.1558	52.4733
215	28.0833	-26.2
216	18.2833	49.8333
217	30.5167	50.4333
218	80.2833	13.0833
219	77.5833	12.9832
220	16.8	41
221	22.9458	39.3667
222	77.2	28.6
223	36.8167	-1.2833
224	18.3833	43.85
225	106	16
226	77.2	28.6
227	106	16
228	-91.0321	41.4046
229	107.6186	-6.9039
230	135.1	48.5
231	-61.5833	16.25
232	77.2	28.6
233	-3.6833	40.4
234	46.7728	24.6408
235	126.9997	37.5664
236	77.5833	12.9832
237	4.3333	51.85
238	76.7872	30.7372
239	30.5167	50.4333
240	9.2	45.4667
241	106.6667	10.75
242	-70.6667	-33.45
243	21.0167	56.5167
244	77.5833	12.9832
245	72.8258	18.975
246	77.5833	12.9832
247	100.4833	13.8333
248	57.5669	-20.4242
249	105.85	21.0333
250	77.2	28.6
251	105.85	21.0333
252	18.7718	42.4258
253	33.5333	44.6
254	80.2833	13.0833
255	-88.3155	41.6635
256	106	16
257	76.7808	30.3783
258	76.95	43.25
259	105.85	21.0333
260	79.7	11.4
261	105.85	21.0333
262	127.5	37
263	55.28	25.2521
264	76.5344	21.0486
265	23.3167	42.6833
266	138	36
267	26.1	44.4333
268	32.8644	39.9272
269	34.1	44.95
270	9	51
271	9	51
272	58.5933	23.6133
273	37.6156	55.7522
274	-1.4667	53.0333
275	24.7833	42.0333
276	-0.1262	51.5002
277	-0.1262	51.5002
278	106.9896	-6.2349
279	7.45	51.5167
280	30	-2
281	-2	54
282	-3.6833	40.4
283	106.6667	10.75
284	37.6156	55.7522
285	77.2	28.6
286	30.1944	55.1925
287	-8.9667	38.75
288	77.2	28.6
289	106.9167	47.9167
290	-8.9667	38.75
291	105.85	21.0333
292	39.4153	57.1883
293	80.2833	13.0833
294	-73.75	45.4333
295	105.85	21.0333
296	73.1	18.9832
297	73.1667	33.7
298	100.2833	5.4
299	35.4833	32.4722
300	38.8156	48.4392
301	126.9997	37.5664
302	46.0333	51.5667
303	120	-5
304	20.3342	42.6436
305	35.5097	33.8719
306	73.8667	18.5333
307	72.8258	18.975
308	11.35	44
309	105.85	21.0333
310	105.7833	10.0333
311	30.0606	-1.9536
312	103.8558	1.2931
313	98.6667	3.5833
314	106	16
315	39.2833	-6.8
316	78.4744	17.3753
317	-62.7167	17.3
318	31.0167	-29.85
319	-80.2331	26.1275
320	18.6667	54.35
321	75.9167	14.4667
322	105.85	21.0333
323	27.9167	43.2167
324	103.8558	1.2931
325	106.63	-6.1781
326	-1.1333	52.6333
327	76.7808	30.3783
328	2.1833	41.3833
329	77.2	28.6
330	12.4832	41.9
331	30.5167	50.4333
332	17.0836	-22.57
333		
334	16.75	53.15
335	20.4681	44.8186
336	24.5328	53.4078
337	126.9997	37.5664
338	72.8258	18.975
339	28.05	45.45
340	77.2	28.6
341	65.5092	44.8528
342	38.9094	47.2214
343	121.0333	14.5667
344	27.4667	42.5
345	72.8258	18.975
346	77.3166	28.4333
347	51.5333	25.2867
348	100	60
349	105.85	21.0333
350	107.4654	-7.1024
351	105.85	21.0333
352	82.9344	55.0411
353	105.85	21.0333
354	73.1667	33.7
355	34.8883	32.1508
356	49.1333	55.75
357	49.8822	40.3953
358	100.5167	13.75
359	46.2472	38.0747
360	39.17	51.6664
361	-97	38
362	56.25	58
363	77.2	28.6
364	100	60
365	56.25	58
366	75.6167	63.1667
367	105.85	21.0333
368	67.05	24.8667
369	12.4832	41.9
370	105.85	21.0333
371	-74.0833	4.6
372	60.6	56.85
373	105	35
374	8.05	43.8833
375	3.1667	50.7
376	28.9647	41.0186
377	19.8	50.15
378	81	7
379	107.0666	10.35
380	105.85	21.0333
381	100	60
382	106	16
383	10.3167	43.55
384	35.0258	32.3108
385	30.5167	50.4333
386	14.25	40.8333
387	100.5167	13.75
388	19.8188	41.3275
389	100.5167	13.75
390	100.5167	13.75
391	13.8333	42.7
392	24.1	56.95
393	105.85	21.0333
394	77.2	28.6
395	60.6	56.85
396	17.4667	50.85
397	20.4681	44.8186
398	100.5167	13.75
399	39.5689	52.6186
400	82.9344	55.0411
401	24.7281	59.4339
402	120.55	16.45
403	37.6156	55.7522
404	125.5435	8.9492
405	38.9769	45.0328
406	72.8258	18.975
407	30.5167	50.4333
408	100	60
409	78.8	43.9833
410	77.2	28.6
411	104.3333	52.2667
412	60.6	56.85
413	39.4153	57.1883
414	144.9667	-37.8167
415	13.18	32.8925
416	16.5	43.55
417	19.1333	50.3833
418	32.2631	48.5042
419	75.8333	22.7167
420	53.2333	56.85
421	37.6156	55.7522
422	126.9997	37.5664
423	-8.9167	38.6167
424	78.8	43.9833
425	28.2294	-25.7069
426	106	16
427	112.7508	-7.2492
428	87.1	53.75
429	100	60
430	105.85	21.0333
431	121.1497	14.5256
432	67.05	24.8667
433	106	16
434	47.9783	29.3697
435	7.0167	51.45
436	15.6833	-17.7833
437	106.7892	-6.5944
438	34.8142	32.0806
439	30.2642	59.8944
440	-122.2788	37.7735
441	24	49.8333
442	37.6156	55.7522
443	100.5167	13.75
444	46.7728	24.6408
445	76.7872	30.7372
446	-77.05	-12.05
447	-102	23
448	30.2642	59.8944
449	77	20
450	72.6167	23.0333
451	74.8656	31.6331
452	27.5667	53.9
453	-77.263	39.1694
454	78.4744	17.3753
455	21	44
456	24	49.8333
457	100.5167	13.75
458	77.2	28.6
459	77.2167	28.6667
460	40.9858	56.9942
461	-77.05	-12.05
462	18.5	-12.5
463	106	16
464	40.9858	56.9942
465	40.9858	56.9942
466	13.4	52.5167
467	74.3436	31.5497
468	14.3333	41.0667
469	76.7872	30.7372
470	-8.7167	42.2333
471	75.3333	19.8833
472	6.9986	4.7892
473	105.85	21.0333
474	106	16
475	105.85	21.0333
476	119.4221	-5.14
477	70.7833	22.3
478	-77.05	-12.05
479	76.7872	30.7372
480	73.8	19.9832
481	30.5167	50.4333
482	30.5167	50.4333
483	76.7872	30.7372
484	80.2833	13.0833
485	60.6	56.85
486	106.63	-6.1781
487	77.2	28.6
488	76.5833	18.4
489	78.4744	17.3753
490	29.6167	59.9167
491	-3.6833	40.4
492	105.85	21.0333
493	75.8167	26.9167
494	106	16
495	56.25	58
496	109.3333	-0.0333
497	119.4221	-5.14
498	38.9769	45.0328
499	14.4	40.6333
500	20.4681	44.8186
501	76.95	43.25
502	19.1667	50.3
503	106.8294	-6.1744
504	71.4278	51.1811
505	71.4278	51.1811
506	106.7667	21.8667
507	80.2833	13.0833
508	77.0333	28.4667
509	81	7
510	71.4278	51.1811
511	49.8822	40.3953
512	80.2833	13.0833
513	132.0094	43.8025
514	81	7
515	35.5097	33.8719
516	81	7
517	150.7333	-34.0333
518	-47.2833	-23.2
519	83	25.3333
520	37.6156	55.7522
521	14.8167	53.5667
522	105.85	21.0333
523	2.65	39.5667
524	34.9833	48.45
525	107.6186	-6.9039
526	19.4667	51.75
527	105.85	21.0333
528	24.7281	59.4339
529	46.7728	24.6408
530	56.25	58
531	107.6186	-6.9039
532	106	16
533	79.5833	13.3333
534	77.2	28.6
535	72.8258	18.975
536	30.5167	50.4333
537	73.8	19.9832
538	120.55	16.45
539	77.2	28.6
540	30	27
541	30.5167	50.4333
542	72.8258	18.975
543	107.6186	-6.9039
544	106.5528	29.5628
545	80.45	16.3
546	31.2833	58.5167
547	30	27
548	105.85	21.0333
549	-6.8361	34.0253
550	-5.5667	42.6
551	73.1667	33.7
552	56.25	58
553	106	16
554	77.2	28.6
555	21	44
556	73.0994	49.7989
557	56.25	58
558	26.25	47.6333
559	120.55	16.45
560	126.9997	37.5664
561	77.2	28.6
562	76.3833	29.8
563	110.4203	-6.9932
564	28.9647	41.0186
565	77.5833	12.9832
566	106.8166	10.95
567	106	16
568	26.8333	45.15
569	73.1667	33.7
570	38.8156	48.4392
571	10.8333	44.3333
572	73.0994	49.7989
573	9.2667	45.5833
574	73.1667	33.7
575	18.9667	50.35
576	14.3833	67.2833
577	1.15	49.45
578	80.2833	13.0833
579	73.8667	18.5333
580	-3.6	37.1833
581	51.8833	47.1167
582	30.5167	50.4333
583	36.25	50
584	77.4333	28.6667
585	17.1167	48.15
586	77.2	28.6
587	24.3667	44.4333
588	-49.25	-25.4167
589	17.1167	48.15
590	100	15
591	25.3167	54.6833
592	102.6	17.9667
593	24.4832	47.1333
594	-0.5333	51.3167
595	106.6667	10.75
596	16.85	41.1333
597	27.5667	53.9
598	-102	23
599	77	20
600	76.6508	52.7811
601	126.9997	37.5664
602	39.7139	47.2364
603	120	-5
604	25.3167	54.6833
605	32.8644	39.9272
606	72.8258	18.975
607	26.1	44.4333
608	26.1	44.4333
609	26.1	44.4333
610	65.5272	57.1522
611	98.6667	3.5833
612	1.6167	50.7167
613	18.1667	40.3
614	86.9833	23.6833
615	138	36
616	30.5167	50.4333
617	-7.8333	40.6333
618	105.85	21.0333
619	112.7508	-7.2492
620	30.2642	59.8944
621	103.8558	1.2931
622	37.4108	54.9214
623	75.9167	17.6833
624	10.5333	45.4667
625	0	0
626	-43.2333	-22.9
627	106	16
628	16	45.8
629	92.7917	56.0097
630	14.5833	53.4167
631	100	60
632	-5.9243	37.2844
633	45	25
634	-0.2167	5.55
635	30.5167	50.4333
636	72.8258	18.975
637	126.9997	37.5664
638	-6.1333	36.6833
639	33.2358	55.1072
640	45	25
641	37.6156	55.7522
642	106	16
643	75.8167	26.9167
644	24.75	42.15
645	26.1	44.4333
646	26.1	44.4333
647	77.2	28.6
648	-6.1833	36.5333
649	81.6333	21.2332
650	72.8258	18.975
651	77.2	28.6
652	23.7332	37.9833
653	45	25
654	45	25
655	80.6167	16.5167
656	-1.4508	54.9806
657	-0.2167	5.55
658	45	53.1958
659	50.5831	26.2361
660	11.0333	43.55
661	32.8644	39.9272
662	25.6556	43.0858
663	105.85	21.0333
664	-0.1262	51.5002
665	78.7833	28.8333
666	107.2817	-6.7839
667	76.9614	10.9925
668	77.0167	28.9832
669	77.2	28.6
670	72.8258	18.975
671	21	52.25
672	79.1	21.15
673	100	60
674	63.5833	53.1667
675	26.1	44.4333
676	106	16
677	56.25	58
678	26.1	44.4333
679	112.6304	-7.9797
680	33.0833	68.9667
681	30.5167	50.4333
682	37.9	40.55
683	26.1	44.4333
684	80.9167	26.85
685	106	16
686	-3.6833	40.4
687	5.6167	51.8833
688	30.5167	50.4333
689	105.85	21.0333
690	16.9667	52.4167
691	100.5167	13.75
692	2.3333	48.8667
693	105.85	21.0333
694	89.6	27.4832
695	77.15	19.7167
696	77.0333	28.4667
697	25.3167	54.6833
698	37.6111	54.2044
699	61.4297	55.1544
700	8.05	52.2667
701	-1.1167	37.9833
702	77.2	28.6
703	55.3911	25.3622
704	77.2	28.6
705	75.8167	26.9167
706	31.2833	58.5167
707	28.9647	41.0186
708	77.2	28.6
709	106.6821	20.8561
710	55.28	25.2521
711	92.8	24.8167
712	10.2667	45.4
713	78.1333	8.7833
714	27.9832	45.2667
715	72.8258	18.975
716	25.3167	54.6833
717	36.8167	-1.2833
718	21.0167	56.5167
719	75.8167	26.9167
720	72.8258	18.975
721	77.2	28.6
722	100	15
723	36.8167	-1.2833
724	105.85	21.0333
725	30.5167	50.4333
726	28.3167	-26.1833
727	116.8333	-1.2833
728	104.9167	11.55
729	105.85	21.0333
730	121.525	25.0392
731	2	46
732	77.2	28.6
733	30.2642	59.8944
734	-3.6833	40.4
735	72.6167	23.0333
736	27.5667	53.9
737	45.1833	54.1833
738	73.4167	61.25
739	76.7872	30.7372
740	126.9997	37.5664
741	126.9997	37.5664
742	75.3333	19.8833
743	106	16
744	100.5167	13.75
745	12.4832	41.9
746	71.3667	42.9
747	106.3333	20.45
748	30.5167	50.4333
749	72.8258	18.975
750	77.5833	12.9832
751	100.5167	13.75
752	77.2167	28.6667
753	112.7508	-7.2492
754	78.0333	30.3167
755	60.6	56.85
756	27.5333	52.8
757	21	44
758	11.6333	48.2333
759	-46.6167	-23.5333
760	18.9832	50.1333
761	18.9832	50.1333
762	72.8258	18.975
763	23.6	46.7667
764	77.4	23.2667
765	26.1	44.4333
766	36.25	50
767	-122.63	38.1032
768	74.8022	34.0922
769	21	52.25
770	37.4819	56.0097
771	16.8833	48.7667
772	50.0597	55.0036
773	105.85	21.0333
774	80.9167	26.85
775	6.75	51.4333
776	105.85	21.0333
777	1.05	48.85
778	7.6667	44.6333
779	8.25	48.75
780	73.4167	61.25
781	-6.2114	53.335
782	14.3333	40.9167
783	8.8833	51.9333
784	107.6186	-6.9039
785	106	16
786	106	16
787	153.2167	-27.4833
788	77.4	23.2667
789	37.9667	48.0333
790	34.8578	32.3336
791	-7.6164	33.5931
792	9.4	47.4667
793	2.3333	48.8667
794	92.7917	56.0097
795	106	16
796	2.3333	48.8667
797	39.2192	21.5169
798	76.95	43.25
799	72.9	20.9667
800	63.5833	53.1667
801	30.5167	50.4333
802	78.4744	17.3753
803	-0.4167	39.5333
804	77.2167	28.6667
805	105.85	21.0333
806	106	16
807	37.6156	55.7522
808	37.6156	55.7522
809	-115.0891	36.0768
810	39.02	48.1622
811	4.3	52.0833
812	47.8711	56.6369
813	34.3511	53.2422
814	40.3981	56.1428
815	21	52.25
816	100	15
817	26.1	44.4333
818	51.2492	29.0283
819	28.9647	41.0186
820	10.0667	45.4167
821	106	16
822	30.5167	50.4333
823	30.5167	50.4333
824	11.2	44.4833
825	77.2167	28.6667
826	-0.2167	5.55
827	105.85	21.0333
828	49.1333	55.75
829	110.4203	-6.9932
830	-97	38
831	37.6156	55.7522
832	107.6186	-6.9039
833	107.7567	-6.57
834	27.6	47.1667
835	30.5167	50.4333
836	77.7	28.9832
837	25.45	45.7
838	16.7667	40.8833
839	6.8833	51.4333
840	77	20
841	37.6156	55.7522
842	72.8258	18.975
843	105.85	21.0333
844	30.5167	50.4333
845	48.5181	55.8456
846	77.2	28.6
847	106.63	-6.1781
848	73.1667	33.7
849	13.7	37.9833
850	76.6508	52.7811
851	105.85	21.0333
852	80.9167	26.85
853	100.5167	13.75
854	72.8258	18.975
855	106.63	-6.1781
856	3.1667	50.7
857	106.63	-6.1781
858	120	-5
859	-102	23
860	40.1058	44.6078
861	24	49.8333
862	27.9832	45.2667
863	30.5167	50.4333
864	101.45	3.0333
865	49.4125	53.5233
866	106.6667	10.75
867	106	16
868	73.1667	33.7
869	100.5167	13.75
870	12.9832	47.85
871	12.9832	47.85
872	47.9783	29.3697
873	30.5167	50.4333
874	7.8667	47.35
875	105.85	21.0333
876	49.6583	58.5969
877	106	16
878	80.2833	13.0833
879	127.2142	37.6367
880	108.6833	14.7
881	82.9344	55.0411
882	49.6583	58.5969
883	11.25	43.7667
884	82.9344	55.0411
885	34.9358	32.1817
886	19.0833	47.5
887	77.2	28.6
888	19.0833	47.5
889	30.5167	50.4333
890	104	1.2
891	76.95	43.25
892	19.8188	41.3275
893	114.5833	-3.3333
894	-2.3667	57.2667
895	19.0833	47.5
896	5.15	52.3667
897	90.5008	56.2781
898	10.2167	56.15
899	83.3	17.7
900	34.7667	-0.6833
901	30.2642	59.8944
902	135.6332	34.8
903	21.4333	42
904	79.1333	12.9333
905	37.6156	55.7522
906	24	49.8333
907	49.6583	58.5969
908	105.85	21.0333
909	25	46
910	106	16
911	49.6583	58.5969
912	-46.6167	-23.5333
913	121.525	25.0392
914	106.3333	20.45
915	73.8	19.9832
916	112.7508	-7.2492
917	3	28
918	37.6156	55.7522
919	49.6583	58.5969
920	45	25
921	105.85	21.0333
922	30.5167	50.4333
923	14.4667	50.0833
924	17.0333	50.8667
925	17.0333	50.8667
926	105.85	21.0333
927	-77.05	-12.05
928	8.8667	45.7667
929	126.9997	37.5664
930	15.2	40.7333
931	105.85	21.0333
932	55.28	25.2521
933	27.5667	53.9
934	49.6583	58.5969
935	19.4667	51.75
936	106.8294	-6.1744
937	24	49.8333
938	77.2167	28.6667
939	73.1667	33.7
940	55.7833	52.7667
941	49.8822	40.3953
942	51.5333	25.2867
943	56.25	58
944	55.28	25.2521
945	122	13
946	106.8294	-6.1744
947	126.8219	37.3236
948	105.85	21.0333
949	35.8333	33.8333
950	30.5167	50.4333
951	77.2	28.6
952	126.9997	37.5664
953	60.6	56.85
954	112.4708	37.7269
955	110.3608	-7.7828
956	106.8294	-6.1744
957	121.525	25.0392
958	20.4681	44.8186
959	100.4833	13.8333
960	19.3167	49.0833
961	104.75	-2.9167
962	19.3167	49.0833
963	106	16
964	106	16
965	-2	8
966	110.3608	-7.7828
967	76.9833	29.6833
968	105.85	21.0333
969	76.6497	12.3072
970	19.3167	49.0833
971	100.5167	13.75
972	77.5833	12.9832
973	-6.2833	54.35
974	53.2333	56.85
975	76.95	52.3
976	77.0333	28.4667
977	19.3167	49.0833
978	116.9972	36.6683
979	28.0833	-26.2
980	77.2167	28.6667
981	51.2	43.65
982	105.85	21.0333
983	53.2333	56.85
984	19.3167	49.0833
985	58.5933	23.6133
986	39.4153	57.1883
987	105.85	21.0333
988	77	20
989	78.4744	17.3753
990	26.3333	46.9167
991	61.4297	55.1544
992	32	49
993	69.1628	54.8753
994	30.1944	55.1925
995	105.7667	19.8
996	126.9997	37.5664
997	106.8294	-6.1744
998	37.6156	55.7522
999	77.2	28.6
1000	24.15	45.8
1001	38.9769	45.0328
1002	20.4681	44.8186
1003	19.0833	47.5
1004	-1.1167	37.9833
1005	106.8166	10.95
1006	81.6333	21.2332
1007	-2	54
1008	151.1	-33.95
1009	100	60
1010	100	60
1011	44.5858	48.8047
1012	105.7667	19.8
1013	106	16
1014	17.1167	48.15
1015	12.4832	41.9
1016	-3.3667	40.4833
1017	-55	-10
1018	17.65	40.7
1019	-55	-10
1020	120.55	16.45
1021	-5	32
1022	-6.35	36.7833
1023	73.1667	33.7
1024	103.8558	1.2931
1025	77.2167	28.6667
1026	9.3	48.8333
1027	106.6667	10.75
1028	77.5833	12.9832
1029	55.28	25.2521
1030	27.5667	53.9
1031	65.3333	55.45
1032	-1.1167	37.9833
1033	15.5667	38.1833
1034	106.2	21.2667
1035	28.9647	41.0186
1036	13.18	32.8925
1037	34.7667	32.0667
1038	21.7756	41.7156
1039	100	15
1040	-87.6441	41.8825
1041	120	-5
1042	76.95	52.3
1043	17.0333	51.1
1044	15.4832	40.5167
1045	48.4	54.3333
1046	106	16
1047	-102	23
1048	-88.9915	40.4734
1049	72.7	61.0833
1050	-75.5361	6.2914
1051	55.5428	55.4211
1052	37.6111	54.2044
1053	77.5833	12.9832
1054	2.0333	48.95
1055	10.05	56.4667
1056	34.7667	32.0667
1057	-75.5361	6.2914
1058	18.6667	54.35
1059	77.2167	28.6667
1060	120.7	22.0167
1061	37.8	48
1062	151.2167	-33.8833
1063	28.65	44.1833
1064	7.25	43.7
1065		
1066	105.85	21.0333
1067	43.6189	43.4981
1068	105.85	21.0333
1069	24.1	56.95
1070	76.6667	29.85
1071	120	-5
1072	77.2	28.6
1073	-75.5361	6.2914
1074	78.4744	17.3753
1075	28.9647	41.0186
1076	4.6667	51.8
1077	35.3692	32.3214
1078	50.1142	26.4258
1079	100	15
1080	-51.9167	-23.4167
1081	30.5167	50.4333
1082	45	25
1083	73.8	19.9832
1084	77.2	28.6
1085	75.8333	22.7167
1086	105	35
1087	133	-27
1088	23.3167	42.6833
1089	-0.1262	51.5002
1090	77.2	28.6
1091	-17.1	28.1
1092	76.95	43.25
1093	78.4744	17.3753
1094	14.5833	53.4167
1095	45	25
1096	28.9647	41.0186
1097	-5	8
1098	10.05	56.4667
1099	39.7139	47.2364
1100	10.05	56.4667
1101	-79.8333	43.25
1102	77.2167	28.6667
1103	18.85	-33.9333
1104	21	52.25
1105	30.5167	50.4333
1106	106.63	-6.1781
1107	106.8294	-6.1744
1108	104	1.2
1109	104	1.2
1110	-6.8361	34.0253
1111	11.5167	3.8667
1112	37.6156	55.7522
1113	105.85	21.0333
1114	37.6156	55.7522
1115	12.8333	42.8333
1116	32.4825	37.8656
1117	106.8294	-6.1744
1118	26.3333	46.9167
1119	77.2	28.6
1120	34.9833	48.45
1121	77.2167	28.6667
1122	37.6156	55.7522
1123	23.3167	42.6833
1124	11.3333	44.4833
1125	106	16
1126	22.5667	51.25
1127	100	15
1128	51.2	43.65
1129	30.7333	46.4667
1130	73.0994	49.7989
1131	38.9769	45.0328
1132	-67.7167	7.1833
1133	107.6	16.4667
1134	82.9775	54.92
1135	30.5167	50.4333
1136	56.25	58
1137	33.3667	35.1667
1138	-71.145	8.5983
1139	74.6003	42.8731
1140	76.9614	10.9925
1141	106	16
1142	-6.0667	33.8167
1143	106.8294	-6.1744
1144	120	-5
1145	121.0333	14.5667
1146	106.8294	-6.1744
1147	35.2	31.9
1148	30.9833	52.4417
1149	120	-5
1150	75.8333	22.7167
1151	19.5833	47.4833
1152	41.9733	45.0428
1153	29.0611	40.1917
1154	100.5167	13.75
1155	59.5289	22.5667
1156	46.2472	38.0747
1157	-2	54
1158	78.4744	17.3753
1159	106	16
1160	-2	54
1161	100.5167	13.75
1162	77.2167	28.6667
1163	77.35	11.1
1164	72.8258	18.975
1165	77.2	28.6
1166	36.5872	50.6133
1167	77.2167	28.6667
1168	100.5167	13.75
1169	37.6156	55.7522
1170	30.7333	46.4667
1171	8	10
1172	-80.1339	25.8213
1173	-55	-10
1174	72.8258	18.975
1175	37.6156	55.7522
1176	-0.1262	51.5002
1177	-84.4309	33.7257
1178	73.1667	33.7
1179	79.5833	18
1180	107.6186	-6.9039
1181	12.4832	41.9
1182	-3.5833	35.1333
1183	77.4	23.2667
1184	20.4681	44.8186
1185	100	60
1186	56.0375	54.775
1187	38	1
1188	106.8294	-6.1744
1189	13.7	37.9833
1190	98.6667	3.5833
1191	77.6	14.6833
1192	35.23	31.78
1193	9.25	45.8
1194	35.2	31.9
1195	138	36
1196	102.6	17.9667
1197	81.6333	21.2332
1198	106.7892	-6.5944
1199	15.7667	45.6667
1200	-0.1262	51.5002
1201	103.8558	1.2931
1202	15	62
1203	-0.1262	51.5002
1204	79.1167	13.2
1205	69.3883	53.2775
1206	55.28	25.2521
1207	50.0247	26.52
1208	100.5167	13.75
1209	-46.6167	-23.5333
1210	77.6	14.6833
1211	106.8294	-6.1744
1212	35.23	31.78
1213	7.45	51.5167
1214	132.0094	43.8025
1215	8.95	44.4167
1216	37.6156	55.7522
1217	55.28	25.2521
1218	28.2294	-25.7069
1219	106.8294	-6.1744
1220	132.0094	43.8025
1221	49.8822	40.3953
1222	106.8294	-6.1744
1223	77.5833	12.9832
1224	100.5167	13.75
1225	112.7508	-7.2492
1226	112.6304	-7.9797
1227	82.6833	22.35
1228	30.5167	50.4333
1229	106	16
1230	110.4203	-6.9932
1231	15.7667	45.6667
1232	72.9	22.5333
1233	76.9614	10.9925
1234	126.9997	37.5664
1235	-46.6167	-23.5333
1236	27.5667	53.9
1237	3.8	43.6167
1238	75.3	22.6
1239	126.9997	37.5664
1240	30.5167	50.4333
1241	12.3667	44.9333
1242	106.8294	-6.1744
1243	40.9344	57.7708
1244	44.5858	48.8047
1245		
1246	112.7508	-7.2492
1247	12.4832	41.9
1248	37.6156	55.7522
1249	77.2	28.6
1250	45	25
1251	131.9	43.1333
